,prompt,completion
4423,"This is a verse from the Holy Quran
""What! Do those who seek after evil ways think that We shall hold them equal with those who believe and do righteous deeds""
 where its mention in the Holy quran?",(Quran 45:21)
4424,"This is a verse from the Holy Quran
""Allah created the heavens and the earth for just ends""
 where its mention in the Holy quran?",(Quran 45:22)
4425,"This is a verse from the Holy Quran
""Then seest thou such a one as takes as his god his own vain desire? Allah has""
 where its mention in the Holy quran?",(Quran 45:23)
4426,"This is a verse from the Holy Quran
""And they say: ""What is there but our life in this world? We shall die and we live""
 where its mention in the Holy quran?",(Quran 45:24)
4427,"This is a verse from the Holy Quran
""And when Our Clear Signs are rehearsed to them their argument is nothing but this: They say""
 where its mention in the Holy quran?",(Quran 45:25)
4428,"This is a verse from the Holy Quran
""Say: ""It is Allah Who gives you life""
 where its mention in the Holy quran?",(Quran 45:26)
4429,"This is a verse from the Holy Quran
""To Allah belongs the dominion of the heavens and the earth""
 where its mention in the Holy quran?",(Quran 45:27)
4430,"This is a verse from the Holy Quran
""And thou wilt see every sect bowing the knee: Every sect will be called to its Record: ""This Day shall ye be recompensed for all that ye did!""
 where its mention in the Holy quran?",(Quran 45:28)
4431,"This is a verse from the Holy Quran
""""This Our Record speaks about you with truth: For We were wont to put on Record all that ye did.""""
 where its mention in the Holy quran?",(Quran 45:29)
4432,"This is a verse from the Holy Quran
""Then""
 where its mention in the Holy quran?",(Quran 45:30)
4433,"This is a verse from the Holy Quran
""But as to those who rejected Allah""
 where its mention in the Holy quran?",(Quran 45:31)
4434,"This is a verse from the Holy Quran
""""And when it was said that the promise of Allah was true""
 where its mention in the Holy quran?",(Quran 45:32)
4435,"This is a verse from the Holy Quran
""Then will appear to them the evil (fruits) of what they did""
 where its mention in the Holy quran?",(Quran 45:33)
4436,"This is a verse from the Holy Quran
""It will also be said: ""This Day We will forget you as ye forgot the meeting of this Day of yours! and your abode is the Fire""
 where its mention in the Holy quran?",(Quran 45:34)
4437,"This is a verse from the Holy Quran
""""This""
 where its mention in the Holy quran?",(Quran 45:35)
4438,"This is a verse from the Holy Quran
""Then Praise be to Allah""
 where its mention in the Holy quran?",(Quran 45:36)
4439,"This is a verse from the Holy Quran
""To Him be glory throughout the heavens and the earth: and He is Exalted in Power""
 where its mention in the Holy quran?",(Quran 45:37)
4440,"This is a verse from the Holy Quran
""Ha-Mim.""
 where its mention in the Holy quran?",(Quran 46:1)
4441,"This is a verse from the Holy Quran
""The Revelation of the Book is from Allah the Exalted in Power""
 where its mention in the Holy quran?",(Quran 46:2)
4442,"This is a verse from the Holy Quran
""We created not the heavens and the earth and all between them but for just ends""
 where its mention in the Holy quran?",(Quran 46:3)
4443,"This is a verse from the Holy Quran
""Say: ""Do ye see what it is ye invoke besides Allah? Show me what it is they have created on earth""
 where its mention in the Holy quran?",(Quran 46:4)
4444,"This is a verse from the Holy Quran
""And who is more astray than one who invokes besides Allah""
 where its mention in the Holy quran?",(Quran 46:5)
4445,"This is a verse from the Holy Quran
""And when mankind are gathered together (at the Resurrection)""
 where its mention in the Holy quran?",(Quran 46:6)
4446,"This is a verse from the Holy Quran
""When Our Clear Signs are rehearsed to them""
 where its mention in the Holy quran?",(Quran 46:7)
4447,"This is a verse from the Holy Quran
""Or do they say""
 where its mention in the Holy quran?",(Quran 46:8)
4448,"This is a verse from the Holy Quran
""Say: ""I am no bringer of new-fangled doctrine among the messengers""
 where its mention in the Holy quran?",(Quran 46:9)
4449,"This is a verse from the Holy Quran
""Say: ""See ye? If (this teaching) be from Allah""
 where its mention in the Holy quran?",(Quran 46:10)
4450,"This is a verse from the Holy Quran
""The Unbelievers say of those who believe: ""If (this Message) were a good thing""
 where its mention in the Holy quran?",(Quran 46:11)
4451,"This is a verse from the Holy Quran
""And before this""
 where its mention in the Holy quran?",(Quran 46:12)
4452,"This is a verse from the Holy Quran
""Verily those who say""
 where its mention in the Holy quran?",(Quran 46:13)
4453,"This is a verse from the Holy Quran
""Such are they from whom We shall accept the best of their deeds and pass by their ill deeds: (They shall be) among the Companions of the Garden: a promise! of truth""
 where its mention in the Holy quran?",(Quran 46:16)
4454,"This is a verse from the Holy Quran
""But (there is one) who says to his parents""
 where its mention in the Holy quran?",(Quran 46:17)
4455,"This is a verse from the Holy Quran
""Such are they against whom is proved the sentence among the previous generations of Jinns and men""
 where its mention in the Holy quran?",(Quran 46:18)
4456,"This is a verse from the Holy Quran
""And to all are (assigned) degrees according to the deeds which they (have done)""
 where its mention in the Holy quran?",(Quran 46:19)
4457,"This is a verse from the Holy Quran
""And on the Day that the Unbelievers will be placed before the Fire""
 where its mention in the Holy quran?",(Quran 46:20)
4458,"This is a verse from the Holy Quran
""Mention (Hud) one of �Ad�s (own) brethren: Behold""
 where its mention in the Holy quran?",(Quran 46:21)
4459,"This is a verse from the Holy Quran
""They said: ""Hast thou come in order to turn us aside from our gods? Then bring upon us the (calamity) with which thou dost threaten us""
 where its mention in the Holy quran?",(Quran 46:22)
4460,"This is a verse from the Holy Quran
""He said: ""The Knowledge (of when it will come) is only with Allah: I proclaim to you the mission on which I have been sent: But I see that ye are a people in ignorance!""..""
 where its mention in the Holy quran?",(Quran 46:23)
4461,"This is a verse from the Holy Quran
""Then""
 where its mention in the Holy quran?",(Quran 46:24)
4462,"This is a verse from the Holy Quran
""""Everything will it destroy by the command of its Lord!"" Then by the morning they - nothing was to be seen but (the ruins of) their houses! thus do We recompense those given to sin!""
 where its mention in the Holy quran?",(Quran 46:25)
4463,"This is a verse from the Holy Quran
""And We had firmly established them in a (prosperity and) power which We have not given to you (ye Quraish!) and We had endowed them with (faculties of) hearing""
 where its mention in the Holy quran?",(Quran 46:26)
4464,"This is a verse from the Holy Quran
""We destroyed aforetime populations round about you; and We have shown the Signs in various ways""
 where its mention in the Holy quran?",(Quran 46:27)
4465,"This is a verse from the Holy Quran
""Why then was no help forthcoming to them from those whom they worshipped as gods""
 where its mention in the Holy quran?",(Quran 46:28)
4466,"This is a verse from the Holy Quran
""Behold""
 where its mention in the Holy quran?",(Quran 46:29)
4467,"This is a verse from the Holy Quran
""They said""
 where its mention in the Holy quran?",(Quran 46:30)
4468,"This is a verse from the Holy Quran
""""O our people""
 where its mention in the Holy quran?",(Quran 46:31)
4469,"This is a verse from the Holy Quran
""""If any does not hearken to the one who invites (us) to Allah""
 where its mention in the Holy quran?",(Quran 46:32)
4470,"This is a verse from the Holy Quran
""See they not that Allah""
 where its mention in the Holy quran?",(Quran 46:33)
4471,"This is a verse from the Holy Quran
""And on the Day that the Unbelievers will be placed before the Fire""
 where its mention in the Holy quran?",(Quran 46:34)
4472,"This is a verse from the Holy Quran
""Therefore patiently persevere""
 where its mention in the Holy quran?",(Quran 46:35)
4473,"This is a verse from the Holy Quran
""Those who reject Allah and hinder (men) from the Path of Allah""
 where its mention in the Holy quran?",(Quran 47:1)
4474,"This is a verse from the Holy Quran
""But those who believe and work deeds of righteousness""
 where its mention in the Holy quran?",(Quran 47:2)
4475,"This is a verse from the Holy Quran
""This because those who reject Allah follow vanities""
 where its mention in the Holy quran?",(Quran 47:3)
4476,"This is a verse from the Holy Quran
""Therefore""
 where its mention in the Holy quran?",(Quran 47:4)
4477,"This is a verse from the Holy Quran
""Soon will He guide them and improve their condition""
 where its mention in the Holy quran?",(Quran 47:5)
4478,"This is a verse from the Holy Quran
""And admit them to the Garden which He has announced for them.""
 where its mention in the Holy quran?",(Quran 47:6)
4479,"This is a verse from the Holy Quran
""O ye who believe! If ye will aid (the cause of) Allah""
 where its mention in the Holy quran?",(Quran 47:7)
4480,"This is a verse from the Holy Quran
""But those who reject (Allah)""
 where its mention in the Holy quran?",(Quran 47:8)
4481,"This is a verse from the Holy Quran
""That is because they hate the Revelation of Allah; so He has made their deeds fruitless.""
 where its mention in the Holy quran?",(Quran 47:9)
4482,"This is a verse from the Holy Quran
""Do they not travel through the earth""
 where its mention in the Holy quran?",(Quran 47:10)
4483,"This is a verse from the Holy Quran
""That is because Allah is the Protector of those who believe""
 where its mention in the Holy quran?",(Quran 47:11)
4484,"This is a verse from the Holy Quran
""Verily Allah will admit those who believe and do righteous deeds""
 where its mention in the Holy quran?",(Quran 47:12)
4485,"This is a verse from the Holy Quran
""And how many cities""
 where its mention in the Holy quran?",(Quran 47:13)
4486,"This is a verse from the Holy Quran
""Is then one who is on a clear (Path) from his Lord""
 where its mention in the Holy quran?",(Quran 47:14)
4487,"This is a verse from the Holy Quran
""(Here is) a Parable of the Garden which the righteous are promised: in it are rivers of water incorruptible; rivers of milk of which the taste never changes; rivers of wine""
 where its mention in the Holy quran?",(Quran 47:15)
4488,"This is a verse from the Holy Quran
""And among them are men who listen to thee""
 where its mention in the Holy quran?",(Quran 47:16)
