,prompt,completion
5048, (One day will Allah raise them all up (for Judgment): then will they swear to Him as they swear to you: And they think that they have something (to stand upon). No) give me the refrence,"Refrence: (58,18)"
5049, (The Evil One has got the better of them: so he has made them lose the remembrance of Allah. They are the Party of the Evil One. Truly) give me the refrence,"Refrence: (58,19)"
5050, (Those who resist Allah and His Messenger will be among those most humiliated.) give me the refrence,"Refrence: (58,20)"
5051," (Allah has decreed: ""It is I and My messengers who must prevail"": For Allah is One full of strength) give me the refrence","Refrence: (58,21)"
5052, (Thou wilt not find any people who believe in Allah and the Last Day) give me the refrence,"Refrence: (58,22)"
5053, (Whatever is in the heavens and on earth) give me the refrence,"Refrence: (59,1)"
5054, (It is He Who got out the Unbelievers among the People of the Book from their homes at the first gathering (of the forces). Little did ye think that they would get out: And they thought that their fortresses would defend them from Allah! But the (Wrath of) Allah came to them from quarters from which they little expected (it)) give me the refrence,"Refrence: (59,2)"
5055, (And had it not been that Allah had decreed banishment for them) give me the refrence,"Refrence: (59,3)"
5056, (That is because they resisted Allah and His Messenger: and if any one resists Allah) give me the refrence,"Refrence: (59,4)"
5057, (Whether ye cut down (O ye Muslim!) The tender palm-trees) give me the refrence,"Refrence: (59,5)"
5058, (What Allah has bestowed on His Messenger (and taken away) from them - for this ye made no expedition with either cavalry or camelry: but Allah gives power to His messengers over any He pleases: and Allah has power over all things.) give me the refrence,"Refrence: (59,6)"
5059, (What Allah has bestowed on His Messenger (and taken away) from the people of the townships) give me the refrence,"Refrence: (59,7)"
5060, ((Some part is due) to the indigent Muhajirs) give me the refrence,"Refrence: (59,8)"
5061, (But those who before them) give me the refrence,"Refrence: (59,9)"
5062," (And those who came after them say: ""Our Lord! Forgive us) give me the refrence","Refrence: (59,10)"
5063," (Hast thou not observed the Hypocrites say to their misbelieving brethren among the People of the Book? - ""If ye are expelled) give me the refrence","Refrence: (59,11)"
5064, (If they are expelled) give me the refrence,"Refrence: (59,12)"
5065, (Of a truth ye are stronger (than they) because of the terror in their hearts) give me the refrence,"Refrence: (59,13)"
5066, (They will not fight you (even) together) give me the refrence,"Refrence: (59,14)"
5067, (Like those who lately preceded them) give me the refrence,"Refrence: (59,15)"
5068, ((Their allies deceived them)) give me the refrence,"Refrence: (59,16)"
5069, (The end of both will be that they will go into the Fire) give me the refrence,"Refrence: (59,17)"
5070, (O ye who believe! Fear Allah) give me the refrence,"Refrence: (59,18)"
5071, (And be ye not like those who forgot Allah; and He made them forget their own souls! Such are the rebellious transgressors!) give me the refrence,"Refrence: (59,19)"
5072, (Not equal are the Companions of the Fire and the Companions of the Garden: it is the Companions of the Garden) give me the refrence,"Refrence: (59,20)"
5073, (Had We sent down this Qur�an on a mountain) give me the refrence,"Refrence: (59,21)"
5074, (Allah is He) give me the refrence,"Refrence: (59,22)"
5075, (Allah is He) give me the refrence,"Refrence: (59,23)"
5076, (He is Allah) give me the refrence,"Refrence: (59,24)"
5077, (O ye who believe! Take not my enemies and yours as friends (or protectors)) give me the refrence,"Refrence: (60,1)"
5078, (If they were to get the better of you) give me the refrence,"Refrence: (60,2)"
5079, (Of no profit to you will be your relatives and your children on the Day of Judgment: He will judge between you: for Allah sees well all that ye do.) give me the refrence,"Refrence: (60,3)"
5080, (There is for you an excellent example (to follow) in Abraham and those with him) give me the refrence,"Refrence: (60,4)"
5081," (""Our Lord! Make us not a (test and) trial for the Unbelievers) give me the refrence","Refrence: (60,5)"
5082, (There was indeed in them an excellent example for you to follow) give me the refrence,"Refrence: (60,6)"
5083, (It may be that Allah will grant love (and friendship) between you and those whom ye (now) hold as enemies. For Allah has power (over all things); And Allah is Oft-Forgiving) give me the refrence,"Refrence: (60,7)"
5084, (Allah forbids you not) give me the refrence,"Refrence: (60,8)"
5085, (Allah only forbids you) give me the refrence,"Refrence: (60,9)"
5086, (O ye who believe! When there come to you believing women refugees) give me the refrence,"Refrence: (60,10)"
5087, (And if any of your wives deserts you to the Unbelievers) give me the refrence,"Refrence: (60,11)"
5088, (O Prophet! When believing women come to thee to take the oath of fealty to thee) give me the refrence,"Refrence: (60,12)"
5089, (O ye who believe! Turn not (for friendship) to people on whom is the Wrath of Allah) give me the refrence,"Refrence: (60,13)"
5090, (Whatever is in the heavens and on earth) give me the refrence,"Refrence: (61,1)"
5091, (O ye who believe! Why say ye that which ye do not?) give me the refrence,"Refrence: (61,2)"
5092, (Grievously odious is it in the sight of Allah that ye say that which ye do not.) give me the refrence,"Refrence: (61,3)"
5093, (Truly Allah loves those who fight in His Cause in battle array) give me the refrence,"Refrence: (61,4)"
5094, (And remember) give me the refrence,"Refrence: (61,5)"
5095, (And remember) give me the refrence,"Refrence: (61,6)"
5096, (Who doth greater wrong than one who invents falsehood against Allah) give me the refrence,"Refrence: (61,7)"
5097, (Their intention is to extinguish Allah�s Light (by blowing) with their mouths: But Allah will complete (the revelation of) His Light) give me the refrence,"Refrence: (61,8)"
5098, (It is He Who has sent His Messenger with Guidance and the Religion of Truth) give me the refrence,"Refrence: (61,9)"
5099, (O ye who believe! Shall I lead you to a bargain that will save you from a grievous Penalty?-) give me the refrence,"Refrence: (61,10)"
5100, (That ye believe in Allah and His Messenger) give me the refrence,"Refrence: (61,11)"
5101, (He will forgive you your sins) give me the refrence,"Refrence: (61,12)"
5102, (And another (favour will He bestow) give me the refrence,"Refrence: (61,13)"
5103, (O ye who believe! Be ye helpers of Allah: As said Jesus the son of Mary to the Disciples) give me the refrence,"Refrence: (61,14)"
5104, (Whatever is in the heavens and on earth) give me the refrence,"Refrence: (62,1)"
5105, (It is He Who has sent amongst the Unlettered a messenger from among themselves) give me the refrence,"Refrence: (62,2)"
5106, (As well as (to confer all these benefits upon) others of them) give me the refrence,"Refrence: (62,3)"
5107, (Such is the Bounty of Allah) give me the refrence,"Refrence: (62,4)"
5108, (The similitude of those who were charged with the (obligations of the) Mosaic Law) give me the refrence,"Refrence: (62,5)"
5109," (Say: ""O ye that stand on Judaism! If ye think that ye are friends to Allah) give me the refrence","Refrence: (62,6)"
5110, (But never will they express their desire (for Death)) give me the refrence,"Refrence: (62,7)"
5111," (Say: ""The Death from which ye flee will truly overtake you: then will ye be sent back to the Knower of things secret and open: and He will tell you (the truth of) the things that ye did!"") give me the refrence","Refrence: (62,8)"
5112, (O ye who believe! When the call is proclaimed to prayer on Friday (the Day of Assembly)) give me the refrence,"Refrence: (62,9)"
5113, (And when the Prayer is finished) give me the refrence,"Refrence: (62,10)"
5114, (But when they see some bargain or some amusement) give me the refrence,"Refrence: (62,11)"
5115, (When the Hypocrites come to thee) give me the refrence,"Refrence: (63,1)"
5116, (They have made their oaths a screen (for their misdeeds): thus they obstruct (men) from the Path of Allah: truly evil are their deeds.) give me the refrence,"Refrence: (63,2)"
5117, (That is because they believed) give me the refrence,"Refrence: (63,3)"
5118, (When thou lookest at them) give me the refrence,"Refrence: (63,4)"
5119, (And when it is said to them) give me the refrence,"Refrence: (63,5)"
5120, (It is equal to them whether thou pray for their forgiveness or not. Allah will not forgive them. Truly Allah guides not rebellious transgressors.) give me the refrence,"Refrence: (63,6)"
5121, (They are the ones who say) give me the refrence,"Refrence: (63,7)"
5122, (They say) give me the refrence,"Refrence: (63,8)"
5123, (O ye who believe! Let not your riches or your children divert you from the remembrance of Allah. If any act thus) give me the refrence,"Refrence: (63,9)"
5124, (and spend something (in charity) out of the substance which We have bestowed on you) give me the refrence,"Refrence: (63,10)"
5125, (But to no soul will Allah grant respite when the time appointed (for it) has come; and Allah is well acquainted with (all) that ye do.) give me the refrence,"Refrence: (63,11)"
5126, (Whatever is in the heavens and on earth) give me the refrence,"Refrence: (64,1)"
5127, (It is He Who has created you; and of you are some that are Unbelievers) give me the refrence,"Refrence: (64,2)"
5128, (He has created the heavens and the earth in just proportions) give me the refrence,"Refrence: (64,3)"
5129, (He knows what is in the heavens and on earth; and He knows what ye conceal and what ye reveal: yea) give me the refrence,"Refrence: (64,4)"
5130, (Has not the story reached you) give me the refrence,"Refrence: (64,5)"
5131, (That was because there came to them messengers with Clear Signs) give me the refrence,"Refrence: (64,6)"
5132," (The Unbelievers think that they will not be raised up (for Judgment). Say: ""Yea) give me the refrence","Refrence: (64,7)"
5133, (Believe) give me the refrence,"Refrence: (64,8)"
5134, (The Day that He assembles you (all) for a Day of Assembly) give me the refrence,"Refrence: (64,9)"
5135, (But those who reject Faith and treat Our Signs as falsehoods) give me the refrence,"Refrence: (64,10)"
5136, (No kind of calamity can occur) give me the refrence,"Refrence: (64,11)"
5137, (So obey Allah) give me the refrence,"Refrence: (64,12)"
5138, (Allah! There is no god but He: and on Allah) give me the refrence,"Refrence: (64,13)"
5139, (O ye who believe! Truly) give me the refrence,"Refrence: (64,14)"
5140, (Your riches and your children may be but a trial: but in the Presence of Allah) give me the refrence,"Refrence: (64,15)"
5141, (So fear Allah as much as ye can; listen and obey and spend in charity for the benefit of your own soul and those saved from the covetousness of their own souls) give me the refrence,"Refrence: (64,16)"
5142, (If ye loan to Allah) give me the refrence,"Refrence: (64,17)"
5143, (Knower of what is open) give me the refrence,"Refrence: (64,18)"
5144, (O Prophet! When ye do divorce women) give me the refrence,"Refrence: (65,1)"
5145, (Thus when they fulfil their term appointed) give me the refrence,"Refrence: (65,2)"
5146, (And He provides for him from (sources) he never could imagine. And if any one puts his trust in Allah) give me the refrence,"Refrence: (65,3)"
5147, (Such of your women as have passed the age of monthly courses) give me the refrence,"Refrence: (65,4)"
5148, (That is the Command of Allah) give me the refrence,"Refrence: (65,5)"
5149, (Let the women live (in �iddat) in the same style as ye live) give me the refrence,"Refrence: (65,6)"
